Time Flux Fluxerr
"267" 1473.828057694 1.000192932 0.000458392
"268" 1473.848891314 1.000052943 0.000458477
"269" 1473.869724934 1.00019022 0.0004584
"270" 1473.890558553 0.999684289 0.00045852
"271" 1473.911392171 0.999519254 0.000458612
"272" 1473.932225787 1.000707527 0.000458373
"273" 1473.953059403 0.998968596 0.000458767
"274" 1473.973893018 0.999240256 0.000458725
"275" 1473.994726632 0.999900714 0.000458516
"276" 1474.015560244 0.999759438 0.000458586
"277" 1474.036393856 0.99928243 0.000458692
"278" 1474.057227466 0.9996182 0.000458601
"279" 1474.078061076 0.999353089 0.000458723
"280" 1474.098894684 1.000237843 0.000458574
"281" 1474.119728291 0.999832944 0.000458607
"282" 1474.140561898 1.000563304 0.000458519
"283" 1474.161395503 0.999745295 0.000458668
"284" 1474.182229107 0.999897336 0.000458589
"285" 1474.203062711 1.000125814 0.000458583
"286" 1474.223896313 0.999514473 0.000458652
"287" 1474.244729914 0.999679765 0.000458645
"288" 1474.265563514 1.000655319 0.000458528
"289" 1474.286397113 1.000184738 0.000458556
"290" 1474.307230711 0.999659177 0.000458672
"291" 1474.328064308 1.00036851 0.000458568
"292" 1474.348897903 0.999501929 0.000458633
"293" 1474.369731498 0.999739562 0.000458596
"294" 1474.390565092 1.000574425 0.000458427
"295" 1474.411398684 1.000043824 0.000458443
"296" 1474.432232276 1.000510776 0.000458427
"297" 1474.453065866 1.000297843 0.000458499
"298" 1474.473899456 1.000041698 0.000458527
"299" 1474.494733044 0.99936809 0.000458763
"300" 1474.515566631 0.999609123 0.000458715
"301" 1474.536400217 0.998428476 0.000458872
"302" 1474.557233802 0.999889991 0.000458616
"303" 1474.578067386 0.99968909 0.000458648
"304" 1474.598900969 0.999499089 0.00045858
"305" 1474.619734551 0.999862274 0.000458579
"306" 1474.64044719867 NA NA
"307" 1474.661401711 0.999867385 0.000458592
"308" 1474.68223529 0.999614801 0.000458762
"309" 1474.703068867 1.000010452 0.000458605
"310" 1474.723902443 0.999686938 0.000458655
"311" 1474.744736018 0.999950616 0.000458581
"312" 1474.765569592 0.999696676 0.00045853
"313" 1474.786403165 0.999997609 0.000458468
"314" 1474.80711386533 NA NA
"315" 1474.82794719867 NA NA
"316" 1474.848780532 NA NA
"317" 1474.86961386533 NA NA
"318" 1474.89044719867 NA NA
"319" 1474.911280532 NA NA
"320" 1474.93211386533 NA NA
"321" 1474.95294719867 NA NA
"322" 1474.973780532 NA NA
"323" 1474.99461386533 NA NA
"324" 1475.01544719867 NA NA
"325" 1475.036280532 NA NA
"326" 1475.057239511 1.000941525 0.000458408
"327" 1475.07794719867 NA NA
"328" 1475.098780532 NA NA
"329" 1475.11961386533 NA NA
"330" 1475.14044719867 NA NA
"331" 1475.161280532 NA NA
"332" 1475.18211386533 NA NA
"333" 1475.203074386 1.000184066 0.000458661
"334" 1475.223907936 0.999720652 0.000458757
"335" 1475.244741483 0.999228713 0.00045891
"336" 1475.26557503 1.00015482 0.00045873
"337" 1475.286408576 0.999589461 0.000458776
"338" 1475.30724212 0.999911443 0.000458753
"339" 1475.328075663 1.000293054 0.00045857
"340" 1475.348909205 1.000166647 0.000458587
"341" 1475.369742746 1.000161003 0.000458627
"342" 1475.390576285 0.999802315 0.000458609
"343" 1475.411409823 1.000863955 0.00045846
"344" 1475.43224336 1.000006235 0.000458616
"345" 1475.453076896 1.000216019 0.000458554
"346" 1475.473910431 0.998890956 0.000458906
"347" 1475.494743964 0.999631759 0.000458677
"348" 1475.515577497 0.999907906 0.000458583
"349" 1475.536411028 1.000149179 0.000458574
"350" 1475.557244558 1.000064103 0.000458533
"351" 1475.578078086 1.000264702 0.000458589
"352" 1475.598911614 0.9990823 0.000458863
"353" 1475.61974514 0.999688571 0.000458688
"354" 1475.640578665 1.000003824 0.000458656
"355" 1475.661412188 1.000226702 0.000458589
"356" 1475.682245711 0.999816904 0.000458677
"357" 1475.703079232 0.999473175 0.000458769
"358" 1475.723912752 0.99967633 0.000458639
"359" 1475.74474627 0.999561631 0.000458742
"360" 1475.765579788 0.999784467 0.000458755
"361" 1475.786413304 0.999808218 0.000458717
"362" 1475.807246819 0.999320907 0.000458896
"363" 1475.828080332 0.999896824 0.000458779
"364" 1475.848913845 0.999750648 0.000458709
"365" 1475.869747356 1.000895312 0.000458506
"366" 1475.890580866 1.000805467 0.000458448
"367" 1475.911414374 1.000106432 0.000458557
"368" 1475.932247881 0.999751348 0.00045872
"369" 1475.953081387 0.999903649 0.000458621
"370" 1475.973914892 1.000527956 0.000458562
"371" 1475.994748395 0.999669756 0.000458751
"372" 1476.015581897 1.000077716 0.000458597
"373" 1476.036415398 1.00010958 0.000458663
"374" 1476.057248897 0.999387081 0.00045872
"375" 1476.078082396 1.000294048 0.000458517
"376" 1476.098915892 0.999801567 0.000458624
"377" 1476.119749388 0.99975751 0.000458609
"378" 1476.140582882 0.999636156 0.000458676
"379" 1476.161416375 0.999797928 0.00045858
"380" 1476.182249867 1.00042095 0.000458536
"381" 1476.203083357 1.000331034 0.000458526
"382" 1476.223916846 0.999591585 0.000458649
"383" 1476.244750334 1.000162391 0.000458565
"384" 1476.26558382 0.999208383 0.000458698
"385" 1476.286417305 0.998656798 0.000458872
"386" 1476.307250789 0.998946952 0.000458858
"387" 1476.328084271 0.999004559 0.000458803
"388" 1476.348917753 0.999674458 0.000458772
"389" 1476.369751233 0.999214146 0.000458822
"390" 1476.390584711 0.999146197 0.000458827
"391" 1476.411418189 0.999096603 0.000458851
"392" 1476.432251665 0.999683552 0.000458637
"393" 1476.453085139 1.000455288 0.000458545
"394" 1476.473918613 1.00052947 0.0004585
"395" 1476.494752085 0.99988866 0.000458698
"396" 1476.515585556 0.999944205 0.000458704
"397" 1476.536419026 0.999855182 0.00045871
"398" 1476.557252494 1.000294171 0.000458685
"399" 1476.578085962 0.999750243 0.000458725
"400" 1476.598919428 1.000232614 0.000458632
"401" 1476.619752892 1.000140535 0.000458629
"402" 1476.640586356 0.999521065 0.000458685
"403" 1476.661419819 1.001233372 0.000458391
"404" 1476.68225328 0.99980189 0.000458665
"405" 1476.703086741 0.999726049 0.000458747
"406" 1476.7239202 1.000413468 0.000458669
"407" 1476.744753659 0.999814667 0.000458743
"408" 1476.765587116 1.000415217 0.000458692
"409" 1476.786420572 0.999849251 0.000458762
"410" 1476.807254027 0.999529142 0.000458853
"411" 1476.828087482 1.000271245 0.000458676
"412" 1476.848920936 0.999975977 0.000458709
"413" 1476.869754389 0.999831484 0.000458814
"414" 1476.890587841 0.998830289 0.000459027
"415" 1476.911421294 0.99937009 0.000458927
"416" 1476.932254745 0.999344964 0.000458994
"417" 1476.953088195 1.000109361 0.000458802
"418" 1476.973921646 1.000000899 0.000458864
"419" 1476.994755096 0.999859061 0.000458906
"420" 1477.01544719867 NA NA
"421" 1477.036280532 NA NA
"422" 1477.05711386533 NA NA
"423" 1477.07794719867 NA NA
"424" 1477.098780532 NA NA
"425" 1477.11961386533 NA NA
"426" 1477.14044719867 NA NA
"427" 1477.161280532 NA NA
"428" 1477.18211386533 NA NA
"429" 1477.20294719867 NA NA
"430" 1477.223780532 NA NA
"431" 1477.24461386533 NA NA
"432" 1477.26544719867 NA NA
"433" 1477.286280532 NA NA
"434" 1477.30711386533 NA NA
"435" 1477.32794719867 NA NA
"436" 1477.348780532 NA NA
"437" 1477.36961386533 NA NA
"438" 1477.39044719867 NA NA
"439" 1477.411280532 NA NA
"440" 1477.43211386533 NA NA
"441" 1477.45294719867 NA NA
"442" 1477.473780532 NA NA
"443" 1477.49461386533 NA NA
"444" 1477.51544719867 NA NA
"445" 1477.536280532 NA NA
"446" 1477.55711386533 NA NA
"447" 1477.57794719867 NA NA
"448" 1477.598780532 NA NA
"449" 1477.61961386533 NA NA
"450" 1477.64044719867 NA NA
"451" 1477.661280532 NA NA
"452" 1477.68211386533 NA NA
"453" 1477.70294719867 NA NA
"454" 1477.723780532 NA NA
"455" 1477.74461386533 NA NA
"456" 1477.76544719867 NA NA
"457" 1477.786280532 NA NA
"458" 1477.80711386533 NA NA
"459" 1477.82794719867 NA NA
"460" 1477.848780532 NA NA
"461" 1477.86961386533 NA NA
"462" 1477.89044719867 NA NA
"463" 1477.911280532 NA NA
"464" 1477.93211386533 NA NA
"465" 1477.95294719867 NA NA
"466" 1477.973780532 NA NA
"467" 1477.99461386533 NA NA
"468" 1478.01544719867 NA NA
"469" 1478.036280532 NA NA
"470" 1478.05711386533 NA NA
"471" 1478.07794719867 NA NA
"472" 1478.098780532 NA NA
"473" 1478.11976597 0.999249372 0.000458048
"474" 1478.140599608 1.000130918 0.000457905
"475" 1478.161433246 0.999559468 0.000458091
"476" 1478.182266885 0.999862598 0.000458191
"477" 1478.203100525 1.001289085 0.00045804
"478" 1478.223934165 0.999962895 0.000458355
"479" 1478.244767804 0.999506036 0.000458606
"480" 1478.265601445 0.999698499 0.000458639
"481" 1478.286435085 1.000319943 0.000458498
"482" 1478.307268725 1.000008158 0.000458661
"483" 1478.328102365 1.000579967 0.000458553
"484" 1478.348936005 0.99933593 0.000458819
"485" 1478.369769645 0.999538439 0.000458851
"486" 1478.390603284 0.999619754 0.000458764
"487" 1478.411436922 1.000098789 0.000458797
"488" 1478.432270561 1.000152779 0.000458773
"489" 1478.453104199 1.000465761 0.000458862
"490" 1478.473937836 1.000200851 0.000458696
"491" 1478.494771472 1.000575084 0.000458662
"492" 1478.515605108 1.000152446 0.000458801
"493" 1478.536438743 0.999747786 0.000458887
"494" 1478.557272378 0.999615045 0.00045905
"495" 1478.578106011 0.999253063 0.000459054
"496" 1478.598939644 0.998711405 0.000459163
"497" 1478.619773276 0.999626861 0.000458952
"498" 1478.640606907 0.999035218 0.000459089
"499" 1478.661440537 0.999795578 0.0004588
"500" 1478.682274166 0.999615829 0.000458858
"501" 1478.703107795 0.999470736 0.00045888
"502" 1478.723941422 0.999629017 0.000458815
"503" 1478.744775049 1.000375145 0.00045877
"504" 1478.765608674 0.999620313 0.000458862
"505" 1478.786442299 0.999940734 0.000458889
"506" 1478.807275922 1.000299588 0.000458801
"507" 1478.828109545 1.000409089 0.000458751
"508" 1478.848943166 1.000083384 0.00045877
"509" 1478.869776786 0.999591586 0.000458839
"510" 1478.890610406 1.00001309 0.0004588
"511" 1478.911444024 0.999933841 0.000458733
"512" 1478.932277641 1.000071222 0.000458757
"513" 1478.953111257 0.999521741 0.000458814
"514" 1478.973944872 0.999529558 0.000458866
"515" 1478.994778487 1.000347113 0.000458666
"516" 1479.015612099 0.999882697 0.000458842
"517" 1479.036445711 1.000174255 0.000458727
"518" 1479.057279322 0.999533698 0.000458818
"519" 1479.078112932 1.000831984 0.000458554
"520" 1479.09894654 0.999914298 0.000458696
"521" 1479.119780147 1.000240267 0.000458728
"522" 1479.140613754 0.999678038 0.000458691
"523" 1479.161447359 1.000300365 0.000458644
"524" 1479.182280966 0.999909598 0.000458673
"525" 1479.203114569 0.998313532 0.000458957
"526" 1479.223948171 0.999258812 0.00045881
"527" 1479.244781771 0.998620746 0.00045885
"528" 1479.265615371 0.999542153 0.000458703
"529" 1479.286448969 1.00045968 0.000458509
"530" 1479.307282567 0.999584218 0.000458768
"531" 1479.328116163 0.998824553 0.000458898
"532" 1479.348949758 0.999491591 0.00045882
"533" 1479.369783352 0.999850836 0.000458704
"534" 1479.390616945 0.999680442 0.000458661
"535" 1479.411450537 0.999888428 0.000458569
"536" 1479.432284127 0.999683465 0.000458551
"537" 1479.453117717 0.999210738 0.000458706
"538" 1479.473951305 0.999659098 0.000458588
"539" 1479.494784892 0.999931368 0.000458634
"540" 1479.515618479 1.000350198 0.000458498
"541" 1479.536452064 1.000206204 0.000458604
"542" 1479.557285648 1.000123978 0.000458589
"543" 1479.578119231 1.000534952 0.00045853
"544" 1479.598952812 0.999918543 0.00045864
"545" 1479.619786393 1.000146239 0.000458525
"546" 1479.640619972 1.000063055 0.000458589
"547" 1479.66145355 1.000621139 0.000458435
"548" 1479.682287128 1.000353181 0.000458575
"549" 1479.703120704 1.000161927 0.000458523
"550" 1479.723954279 0.999764978 0.000458756
"551" 1479.744787853 0.999151108 0.000458774
"552" 1479.765621426 0.999108945 0.000458881
"553" 1479.786454997 0.999095747 0.000458792
"554" 1479.807288568 0.999097821 0.000458803
"555" 1479.828122138 0.998915557 0.00045886
"556" 1479.848955706 0.9996887 0.000458679
"557" 1479.869789273 0.999759603 0.000458729
"558" 1479.89062284 1.000439156 0.000458538
"559" 1479.911456405 1.000304339 0.000458584
"560" 1479.932289969 0.999491755 0.000458642
"561" 1479.953123532 1.000312513 0.000458535
"562" 1479.973957094 0.999456559 0.000458651
"563" 1479.994790654 0.999835726 0.00045856
"564" 1480.015624214 1.000287439 0.000458496
"565" 1480.036457773 0.998995467 0.000458753
"566" 1480.05729133 0.999287121 0.000458741
"567" 1480.078124887 1.00009416 0.000458526
"568" 1480.098958442 0.999131508 0.000458829
"569" 1480.119791996 0.999650858 0.000458637
"570" 1480.140625549 0.998960116 0.0004588
"571" 1480.161459102 1.000440003 0.000458406
"572" 1480.182292653 1.000485684 0.00045844
"573" 1480.203126203 1.000368539 0.000458431
"574" 1480.223959751 0.99941791 0.000458637
"575" 1480.244793299 0.999618749 0.000458652
"576" 1480.265626846 0.999132883 0.000458766
"577" 1480.286460392 1.000207021 0.000458639
"578" 1480.307293937 0.999874164 0.000458602
"579" 1480.32812748 0.999777537 0.000458684
"580" 1480.348961023 0.999357139 0.000458663
"581" 1480.369794564 0.999368806 0.000458721
"582" 1480.390628105 0.999347264 0.000458682
"583" 1480.411461644 0.999679561 0.000458674
"584" 1480.432295182 1.000104101 0.000458555
"585" 1480.45312872 1.000427248 0.000458507
"586" 1480.473962256 1.000405635 0.000458558
"587" 1480.494795791 1.000168045 0.000458552
"588" 1480.515629325 0.999513085 0.00045871
"589" 1480.536462858 0.999934622 0.000458531
"590" 1480.55729639 0.999490711 0.00045868
"591" 1480.578129921 0.999592931 0.0004586
"592" 1480.598963451 1.000499329 0.000458484
"593" 1480.61979698 1.000036046 0.000458545
"594" 1480.640630508 1.000373981 0.000458496
"595" 1480.661464035 1.000111488 0.00045852
"596" 1480.682297561 0.999555693 0.000458624
"597" 1480.703131085 0.999951342 0.000458551
"598" 1480.723964609 1.000079302 0.000458499
"599" 1480.744798132 1.000440709 0.000458445
"600" 1480.765631654 1.000079156 0.000458483
"601" 1480.786465174 0.999646396 0.000458704
"602" 1480.807298694 0.999909764 0.000458637
"603" 1480.828132212 0.999778021 0.000458739
"604" 1480.84896573 0.997816818 0.000459068
"605" 1480.869799246 0.999191005 0.000458853
"606" 1480.890632762 0.999272136 0.000458697
"607" 1480.911466276 0.999588799 0.000458729
"608" 1480.93229979 0.998520807 0.000458801
"609" 1480.953133302 0.999305771 0.00045872
"610" 1480.973966814 1.000155203 0.000458533
"611" 1480.994800324 1.000041381 0.000458653
"612" 1481.015633833 0.999431122 0.000458746
"613" 1481.036467342 0.999892117 0.000458646
"614" 1481.057300849 1.000749707 0.000458494
"615" 1481.078134355 0.999148962 0.000458739
"616" 1481.098967861 1.000141891 0.000458583
"617" 1481.119801365 1.000636315 0.000458371
"618" 1481.140634869 0.999732404 0.000458659
"619" 1481.161468371 1.000167378 0.0004585
"620" 1481.182301872 0.999379626 0.000458779
"621" 1481.203135372 1.000079313 0.000458558
"622" 1481.223968872 1.000993363 0.000458449
"623" 1481.24480237 0.999234698 0.000458805
"624" 1481.265635868 0.999962702 0.000458655
"625" 1481.286280532 NA NA
"626" 1481.307302859 0.99994248 0.000458648
"627" 1481.328136353 1.000233097 0.000458631
"628" 1481.348969846 0.999682749 0.000458711
"629" 1481.369803339 0.999870478 0.000458747
"630" 1481.39063683 0.999394655 0.000458738
"631" 1481.411470321 0.999435506 0.000458775
"632" 1481.43230381 0.999783424 0.000458634
"633" 1481.453137298 1.000584492 0.000458516
"634" 1481.473970785 1.000301539 0.000458485
"635" 1481.494804272 0.999896458 0.000458597
