Time Flux Fluxerr
"322" 1551.26561693 0.999824302 6.6421e-05
"323" 1551.286450202 1.00014347 6.641e-05
"324" 1551.307283473 1.000063567 6.6412e-05
"325" 1551.328116743 1.000068859 6.641e-05
"326" 1551.348950013 0.999931407 6.6413e-05
"327" 1551.369783282 0.99997822 6.6416e-05
"328" 1551.390616549 1.000066525 6.641e-05
"329" 1551.411449816 0.999994517 6.6414e-05
"330" 1551.432283081 0.999933777 6.6415e-05
"331" 1551.453116346 0.999891231 6.6411e-05
"332" 1551.47394961 0.999970522 6.641e-05
"333" 1551.494782873 0.999926456 6.6413e-05
"334" 1551.515616135 0.999797834 6.6413e-05
"335" 1551.536449396 0.999796042 6.6417e-05
"336" 1551.557282656 0.999974898 6.6413e-05
"337" 1551.578115915 0.99996132 6.6409e-05
"338" 1551.598949173 0.999978746 6.6407e-05
"339" 1551.619782431 1.000073512 6.6404e-05
"340" 1551.640615686 0.99991891 6.6411e-05
"341" 1551.661448942 1.000088106 6.6409e-05
"342" 1551.682282196 0.999867744 6.6418e-05
"343" 1551.70311545 0.99997624 6.6414e-05
"344" 1551.723948702 0.999753263 6.642e-05
"345" 1551.744781954 0.999791416 6.6415e-05
"346" 1551.765615204 0.999994737 6.6408e-05
"347" 1551.786448454 1.000037397 6.641e-05
"348" 1551.807281702 0.999825942 6.6413e-05
"349" 1551.82811495 0.999812872 6.6416e-05
"350" 1551.848948197 0.999984079 6.6414e-05
"351" 1551.869781442 0.999961946 6.6415e-05
"352" 1551.890614687 1.000023955 6.6417e-05
"353" 1551.91144793 1.000088708 6.6419e-05
"354" 1551.932281173 0.999839962 6.6424e-05
"355" 1551.953114415 1.000074076 6.6417e-05
"356" 1551.973947655 0.999887206 6.6423e-05
"357" 1551.994780895 1.000044563 6.6413e-05
"358" 1552.015614134 0.999905733 6.6418e-05
"359" 1552.036447372 0.999830394 6.6418e-05
"360" 1552.057280608 0.999994484 6.6411e-05
"361" 1552.078113844 0.999980345 6.6415e-05
"362" 1552.098947079 0.99984551 6.6417e-05
"363" 1552.119780312 0.999963189 6.6411e-05
"364" 1552.140613545 0.99996205 6.641e-05
"365" 1552.161446777 0.9999477 6.6408e-05
"366" 1552.182280008 0.999973074 6.6407e-05
"367" 1552.203113237 1.000148552 6.641e-05
"368" 1552.223946466 1.000030693 6.6416e-05
"369" 1552.244779693 1.000081348 6.6415e-05
"370" 1552.26561292 0.999950012 6.6426e-05
"371" 1552.286446145 0.999960267 6.6419e-05
"372" 1552.30727937 0.999967458 6.6422e-05
"373" 1552.328112594 1.000066103 6.6422e-05
"374" 1552.348945816 1.000052739 6.6415e-05
"375" 1552.369779037 0.999994236 6.642e-05
"376" 1552.390612258 1.000001848 6.6419e-05
"377" 1552.411445477 0.99988195 6.642e-05
"378" 1552.432278695 0.999916846 6.6422e-05
"379" 1552.453111912 0.999955432 6.642e-05
"380" 1552.473945129 1.000018019 6.6415e-05
"381" 1552.494778338 0.999986321 6.6424e-05
"382" 1552.515611552 1.000004607 6.6414e-05
"383" 1552.536444765 0.999759424 6.642e-05
"384" 1552.557277977 0.999909646 6.642e-05
"385" 1552.578111188 0.999871967 6.6416e-05
"386" 1552.598944397 0.999914684 6.642e-05
"387" 1552.619777606 0.999963889 6.6417e-05
"388" 1552.640594695 NA NA
"389" 1552.66144402 1.000014798 6.6411e-05
"390" 1552.682277225 0.999955409 6.6407e-05
"391" 1552.703110429 0.999982125 6.6402e-05
"392" 1552.723943633 1.000078534 6.6396e-05
"393" 1552.744776835 1.000179594 6.6397e-05
"394" 1552.765610036 0.999905145 6.641e-05
"395" 1552.786443235 0.99989795 6.6409e-05
"396" 1552.807276434 0.999968261 6.6408e-05
"397" 1552.828109632 0.99991653 6.6416e-05
"398" 1552.848942828 0.999926754 6.6409e-05
"399" 1552.869776024 0.999992171 6.6412e-05
"400" 1552.890609218 0.999975093 6.6411e-05
"401" 1552.911442411 0.99997311 6.6405e-05
"402" 1552.932275603 0.999793423 6.6415e-05
"403" 1552.953108793 1.000022352 6.6408e-05
"404" 1552.973941983 1.000005513 6.6403e-05
"405" 1552.994775171 1.000045504 6.6408e-05
"406" 1553.015608359 0.999938761 6.6407e-05
"407" 1553.036441545 0.9997927 6.6405e-05
"408" 1553.05727473 1.000034911 6.6399e-05
"409" 1553.078107914 0.999809721 6.6402e-05
"410" 1553.098941096 0.999979227 6.6399e-05
"411" 1553.119774278 1.000067501 6.6397e-05
"412" 1553.140607458 0.999915798 6.6402e-05
"413" 1553.161440637 0.999974969 6.6404e-05
"414" 1553.182273814 1.000264978 6.6395e-05
"415" 1553.203106991 1.000061268 6.64e-05
"416" 1553.223940166 0.999789794 6.6404e-05
"417" 1553.24477334 1.000008807 6.6391e-05
"418" 1553.265606513 0.999995381 6.6389e-05
"419" 1553.286439685 0.999980894 6.6397e-05
"420" 1553.307272855 0.999898812 6.6402e-05
"421" 1553.328106025 1.000073052 6.6398e-05
"422" 1553.348939192 0.999933746 6.6397e-05
"423" 1553.369772359 0.999967983 6.6395e-05
"424" 1553.390605524 0.999826358 6.64e-05
"425" 1553.411438688 0.999765985 6.64e-05
"426" 1553.432271851 0.999859454 6.6401e-05
"427" 1553.453105013 1.000060503 6.6396e-05
"428" 1553.473938173 0.999969745 6.64e-05
"429" 1553.494771331 0.999950331 6.641e-05
"430" 1553.515604489 1.000003582 6.6405e-05
"431" 1553.536437645 0.999914116 6.6411e-05
"432" 1553.557270801 1.000115414 6.6403e-05
"433" 1553.578103954 1.000033299 6.6404e-05
"434" 1553.598937106 0.999943308 6.6408e-05
"435" 1553.619770257 0.999909548 6.641e-05
"436" 1553.640603407 0.999936921 6.6407e-05
"437" 1553.661436555 0.999926777 6.6404e-05
"438" 1553.682269701 1.000068655 6.6399e-05
"439" 1553.703102847 0.999974558 6.6408e-05
"440" 1553.723935991 0.999887199 6.6406e-05
"441" 1553.744769134 0.999866952 6.6408e-05
"442" 1553.765602275 1.000027811 6.6405e-05
"443" 1553.786435414 1.000002884 6.64e-05
"444" 1553.807268553 0.999890408 6.641e-05
"445" 1553.82810169 0.999910275 6.6406e-05
"446" 1553.848934825 1.000060576 6.6406e-05
"447" 1553.869767959 1.000039654 6.6413e-05
"448" 1553.890601092 0.999956555 6.6409e-05
"449" 1553.911434223 0.999928843 6.6413e-05
"450" 1553.932267352 1.000006636 6.6407e-05
"451" 1553.95310048 1.000013717 6.6406e-05
"452" 1553.973933607 1.000063384 6.6407e-05
"453" 1553.994766732 0.999909806 6.6403e-05
"454" 1554.015599855 0.999933556 6.6407e-05
"455" 1554.036432977 0.999838642 6.6404e-05
"456" 1554.057266098 0.99987771 6.6404e-05
"457" 1554.078099216 1.000033499 6.6402e-05
"458" 1554.098932333 1.000069244 6.6395e-05
"459" 1554.119765449 0.999935066 6.6403e-05
"460" 1554.140598563 0.999913151 6.64e-05
"461" 1554.161431675 0.999809107 6.6405e-05
"462" 1554.182264786 1.000040541 6.64e-05
"463" 1554.203097895 0.999962808 6.6403e-05
"464" 1554.223931002 1.000056409 6.6404e-05
"465" 1554.244764108 0.999913778 6.6407e-05
"466" 1554.265597212 0.999974525 6.6402e-05
"467" 1554.286430314 0.999979489 6.6402e-05
"468" 1554.307263415 0.999795401 6.6397e-05
"469" 1554.328096513 0.999926776 6.6391e-05
"470" 1554.34892961 0.999995007 6.6378e-05
"471" 1554.369762706 1.000068411 6.6382e-05
"472" 1554.390595799 0.999938833 6.6392e-05
"473" 1554.411428891 1.000023684 6.6392e-05
"474" 1554.43226198 1.000021618 6.6399e-05
"475" 1554.453095068 0.999939482 6.64e-05
"476" 1554.473928155 0.999985735 6.64e-05
"477" 1554.494761239 1.000025473 6.6397e-05
"478" 1554.515594321 1.000120581 6.6393e-05
"479" 1554.536427401 0.999983225 6.6398e-05
"480" 1554.557260479 0.999897191 6.6398e-05
"481" 1554.578093556 1.000087869 6.6396e-05
"482" 1554.59892663 0.999917036 6.6395e-05
"483" 1554.619759703 0.999927403 6.6398e-05
"484" 1554.640592773 0.99999246 6.6396e-05
"485" 1554.661425841 0.999837015 6.6393e-05
"486" 1554.682258908 0.999893565 6.6397e-05
"487" 1554.703091972 0.999863968 6.6394e-05
"488" 1554.723925034 0.999957112 6.6391e-05
"489" 1554.744758094 1.000030756 6.6396e-05
"490" 1554.765591152 0.999977288 6.6397e-05
"491" 1554.786424208 1.000085505 6.6393e-05
"492" 1554.807257261 0.999915745 6.6399e-05
"493" 1554.828090312 0.999973549 6.6399e-05
"494" 1554.848923361 1.000089261 6.6387e-05
"495" 1554.869756408 1.000010389 6.6391e-05
"496" 1554.890589452 0.999864191 6.6393e-05
"497" 1554.911422494 0.999938434 6.6386e-05
"498" 1554.932255534 0.999846871 6.6399e-05
"499" 1554.953088571 0.999973544 6.6391e-05
"500" 1554.973921606 1.000014856 6.639e-05
"501" 1554.994754639 1.000100366 6.6387e-05
"502" 1555.015587669 0.999861874 6.6389e-05
"503" 1555.036420697 0.999933043 6.6387e-05
"504" 1555.057253722 0.999989182 6.6386e-05
"505" 1555.078086745 1.000068778 6.6387e-05
"506" 1555.098919765 0.99993658 6.6385e-05
"507" 1555.119752783 1.000034486 6.6389e-05
"508" 1555.140585798 0.99995347 6.6387e-05
"509" 1555.161418811 0.999875125 6.639e-05
"510" 1555.182251821 0.999491618 6.6407e-05
"511" 1555.203084828 0.999586452 6.6397e-05
"512" 1555.223917833 0.999728907 6.6396e-05
"513" 1555.244750836 0.999664102 6.6394e-05
"514" 1555.265583836 0.999978991 6.6383e-05
"515" 1555.286416833 1.00003086 6.6376e-05
"516" 1555.307249828 0.999979085 6.638e-05
"517" 1555.32808282 1.000074731 6.6375e-05
"518" 1555.34891581 0.999929478 6.6376e-05
"519" 1555.369748798 1.000129346 6.6376e-05
"520" 1555.390581783 0.999880379 6.6374e-05
"521" 1555.411414766 0.999956607 6.637e-05
"522" 1555.432247746 0.999881052 6.6368e-05
"523" 1555.453080724 0.999823814 6.6366e-05
"524" 1555.4739137 0.999978154 6.6367e-05
"525" 1555.494746674 1.000061487 6.6369e-05
"526" 1555.515579646 0.999953313 6.6372e-05
"527" 1555.536412617 0.999935107 6.6373e-05
"528" 1555.55726136167 NA NA
"529" 1555.578094695 NA NA
"530" 1555.59892802833 NA NA
"531" 1555.61976136167 NA NA
"532" 1555.640594695 NA NA
"533" 1555.66142802833 NA NA
"534" 1555.68226136167 NA NA
"535" 1555.703094695 NA NA
"536" 1555.72392802833 NA NA
"537" 1555.74476136167 NA NA
"538" 1555.765594695 NA NA
"539" 1555.78642802833 NA NA
"540" 1555.80726136167 NA NA
"541" 1555.828094695 NA NA
"542" 1555.84892802833 NA NA
"543" 1555.86976136167 NA NA
"544" 1555.890594695 NA NA
"545" 1555.91142802833 NA NA
"546" 1555.93226136167 NA NA
"547" 1555.953094695 NA NA
"548" 1555.97392802833 NA NA
"549" 1555.99476136167 NA NA
"550" 1556.015594695 NA NA
"551" 1556.03642802833 NA NA
"552" 1556.05726136167 NA NA
"553" 1556.078094695 NA NA
"554" 1556.09892802833 NA NA
"555" 1556.11976136167 NA NA
"556" 1556.140594695 NA NA
"557" 1556.16142802833 NA NA
"558" 1556.18226136167 NA NA
"559" 1556.203094695 NA NA
"560" 1556.22392802833 NA NA
"561" 1556.24476136167 NA NA
"562" 1556.265594695 NA NA
"563" 1556.28642802833 NA NA
"564" 1556.30726136167 NA NA
"565" 1556.328094695 NA NA
"566" 1556.34892802833 NA NA
"567" 1556.36976136167 NA NA
"568" 1556.390594695 NA NA
"569" 1556.41142802833 NA NA
"570" 1556.43226136167 NA NA
"571" 1556.453094695 NA NA
"572" 1556.47392802833 NA NA
"573" 1556.49476136167 NA NA
"574" 1556.515594695 NA NA
"575" 1556.53642802833 NA NA
"576" 1556.55726136167 NA NA
"577" 1556.578094695 NA NA
"578" 1556.59892802833 NA NA
"579" 1556.61976136167 NA NA
"580" 1556.640594695 NA NA
"581" 1556.66142802833 NA NA
